accelY (mg)
0.0
9.48
9.49
9.51
9.484
9.48
9.52
9.48
9.49
9.47
9.51
9.49
9.51
9.51
9.48
9.48
9.51
9.484
9.51
9.45
9.48
9.484
9.47
9.484
9.52
9.48
9.48
9.51
9.48
9.49
9.484
9.51
9.484
9.52
9.484
9.484
9.51
9.49
9.484
9.516
9.47
9.45
9.586
9.55
9.35
9.586
9.47
9.43
9.484
9.54
9.445
9.49
9.48
9.43
9.56
9.52
9.4
9.586
9.41
9.51
9.375
9.59
9.445
9.47
9.43
9.55
9.45
9.375
9.68
9.54
9.4
9.89
9.16
9.72
9.62
9.21
9.64
9.54
9.336
9.586
9.56
9.336
9.55
9.56
9.4
9.516
9.555
9.45
9.48
9.56
9.445
9.45
9.58
9.484
9.43
9.516
9.47
9.445
9.56
9.51
9.48
9.51
9.48
9.49
9.516
9.51
9.45
9.51
9.516
9.48
9.47
9.51
9.45
9.47
9.54
9.49
9.48
9.49
9.484
9.48
9.49
9.51
9.484
9.48
9.52
9.484
9.51
9.516
9.48
9.484
9.51
9.484
9.49
9.48
9.48
9.48
9.51
9.51
9.51
9.51
9.49
9.52
9.49
9.51
9.48
9.48
9.51
9.45
9.48
9.52
9.51
9.516
9.484
9.51
9.516
9.48
9.48
9.45
9.49
9.484
9.52
9.51
9.484
9.48
9.48
9.484
9.48
9.48
9.484
9.51
9.516
9.51
9.51
9.484
9.51
9.48
9.51
9.51
9.484
9.484
9.48
9.49
9.51
9.48
9.484
9.484
9.49
9.45
9.49
9.48
9.484
9.484
9.516
9.52
9.51
9.51
9.48
9.484
9.51
9.52
9.516
9.51
9.51
9.48
9.51
9.47
9.49
9.48
9.51
9.49
9.484
9.52
9.516
9.51
9.52
9.484
9.48
9.52
9.48
9.516
9.51
9.48
9.48
9.484
9.48
9.49
9.49
9.49
9.49
9.516
9.48
9.48
9.51
9.484
9.48
9.48
9.51
9.51
9.48
9.48
9.484
9.48
9.52
9.48
9.49
9.54
9.51
9.49
9.49
9.484
9.45
9.48
9.51
9.49
9.48
9.51
9.51
9.49
9.48
9.51
9.51
9.445
9.49
9.49
9.484
9.51
9.47
9.49
9.48
9.45
9.47
9.51
9.51
9.48
9.51
9.516
9.48
9.48
9.49
9.484
9.51
9.49
9.516
9.445
9.516
9.52
9.47
9.49
9.484
9.48
9.54
9.51
9.48
9.48
9.484
9.48
9.48
9.51
9.41
9.45
9.56
9.45
9.45
9.54
9.51
9.44
9.47
9.51
9.36
9.586
9.586
9.51
9.66
9.58
9.48
8.086
11.305
8.14
10.31
9.56
9.35
8.93
9.71
9.48
9.17
9.75
9.58
9.555
9.48
9.49
9.32
9.54
9.37
9.64
9.48
9.555
9.56
9.45
9.44
9.516
9.32
9.21
9.56
9.055
9.62
9.3
9.43
9.56
9.516
9.51
9.63
10.336
9.94
9.43
9.47
9.54
9.48
9.47
9.45
9.54
9.51
9.586
9.44
9.51
9.516
9.48
9.49
9.45
9.56
9.51
9.45
9.58
9.45
9.48
9.44
9.48
9.49
9.484
9.49
9.484
9.54
9.51
9.51
9.48
9.49
9.445
9.49
9.51
9.54
9.49
9.47
9.47
9.49
9.49
9.51
9.51
9.49
9.48
9.51
9.51
9.484
9.48
9.49
9.516
9.445
9.516
9.49
9.52
9.49
9.44
9.52
9.43
9.54
9.48
9.44
9.59
9.41
9.55
9.484
9.49
9.51
9.45
9.49
9.48
9.484
9.47
9.49
9.484
9.48
9.56
9.45
9.484
9.48
9.516
9.55
9.39
9.54
9.45
9.51
9.58
9.445
9.54
9.484
9.45
9.54
9.45
9.48
9.49
9.51
9.516
9.484
9.48
9.45
9.51
9.51
9.484
9.51
9.47
9.51
9.516
9.52
9.54
9.45
9.58
9.49
9.54
12.99
10.35
9.18
9.43
9.24
9.62
9.45
9.54
9.52
9.58
9.375
9.586
10.91
9.39
9.8
9.48
11.82
12.09
8.45
9.08
9.375
10.586
8.64
7.7
10.484
10.05
9.09
9.97
7.496
10.31
8.95
9.83
9.1
9.62
9.37
9.54
9.484
9.414
9.52
9.48
9.48
9.44
9.51
9.52
9.414
9.58
9.51
9.62
9.33
9.6
9.516
9.25
9.55
9.54
9.48
9.41
9.56
9.445
9.51
9.586
9.35
9.64
9.445
9.484
9.62
9.45
9.43
9.64
9.45
9.47
9.695
9.36
9.45
9.48
9.58
9.625
9.445
9.51
9.45
9.79
9.516
9.414
9.45
9.58
9.76
9.47
9.4
9.64
9.4
9.555
9.45
9.445
9.54
9.54
9.48
9.484
9.56
9.48
9.4
9.54
9.51
9.67
9.21
9.62
9.63
9.414
9.45
9.43
9.56
9.4
9.48
9.52
9.4
9.484
9.54
9.52
9.555
9.41
9.47
9.44
9.51
9.516
9.43
9.51
9.51
9.56
9.54
9.51
9.45
9.37
9.45
9.51
9.82
9.62
9.586
9.44
9.56
9.35
9.6
9.52
9.414
9.51
9.45
9.43
9.56
9.484
9.45
9.52
9.484
9.445
9.54
9.484
9.586
9.48
9.484
9.48
9.54
9.516
9.51
9.49
9.47
9.48
9.47
9.48
9.51
9.47
9.48
9.51
9.51
9.48
9.51
9.47
9.49
9.48
9.48
9.445
9.48
9.484
9.48
9.51
9.48
9.51
9.49
9.47
9.484
9.51
9.484
9.49
9.48
9.48
9.51
9.48
9.49
9.51
9.51
9.51
9.51
9.51
9.51
9.516
9.47
9.484
9.54
9.484
9.51
9.48
9.484
9.48
9.484
9.484
9.49
9.516
9.51
9.49
9.516
9.51
9.48
9.48
9.51
9.51
9.48
9.48
9.484
9.49
9.484
9.47
9.49
9.484
9.45
9.51
9.516
9.51
9.51
9.48
9.48
9.48
9.49
9.484
9.484
9.45
9.484
9.45
9.47
9.516
9.484
9.54
9.48
9.49
9.49
9.51
9.51
9.49
9.49
9.48
9.516
9.49
9.51
9.49
9.484
9.51
9.51
9.45
9.48
9.51
9.49
9.49
9.52
9.45
9.484
9.49
9.51
9.484
9.48
9.51
9.47
9.51
9.51
9.48
9.51
9.484
9.49
9.51
9.51
9.45
9.49
9.51
9.51
9.49
9.48
9.49
9.48
