accelX (mg),accelY (mg),accelZ (mg),gyroX (mdps),gyroY (mdps),gyroZ (mdps),pressure (mbar x100),temp (x100),time HHMMSSms ,lat (deg),lat (min),long (deg),long (min),alt (m x10),,
-60,966,3,-393,1373,752,93301,1071,22335820,53,624248,-111,-4224151,7057,,
,,,,,,,,,,,,,,,
-60,966,7,-280,1365,770,93291,1070,22335860,53,624247,-111,-4224152,7057,,
,,,,,,,,,,,,,,,
-61,967,4,-385,1303,717,93303,1070,22335880,53,624247,-111,-4224152,7057,,
,,,,,,,,,,,,,,,
-62,966,5,-393,1356,691,93310,1071,22335900,53,624246,-111,-4224152,7057,,
,,,,,,,,,,,,,,,
-62,971,3,-385,1198,577,93298,1072,22335920,53,624244,-111,-4224154,7057,,
,,,,,,,,,,,,,,,
-60,966,4,-131,1373,656,93303,1072,22335960,53,624244,-111,-4224155,7057,,
,,,,,,,,,,,,,,,
-62,968,5,-463,1225,700,93292,1072,22335980,53,624243,-111,-4224156,7057,,
,,,,,,,,,,,,,,,
-61,972,3,-157,1198,577,93314,1074,22340000,53,624243,-111,-4224157,7057,,
,,,,,,,,,,,,,,,
-63,969,5,-227,1347,752,93295,1072,22340020,53,624240,-111,-4224159,7058,,
,,,,,,,,,,,,,,,
-61,968,4,-288,1251,595,93295,1072,22340060,53,624240,-111,-4224163,7058,,
,,,,,,,,,,,,,,,
-62,968,4,-350,1190,673,93295,1075,22340080,53,624240,-111,-4224164,7058,,
,,,,,,,,,,,,,,,
-60,967,4,-411,1233,708,93309,1076,22340100,53,624239,-111,-4224164,7058,,
,,,,,,,,,,,,,,,
-60,964,5,-218,1242,621,93307,1076,22340120,53,624239,-111,-4224165,7059,,
,,,,,,,,,,,,,,,
-60,966,6,-332,1391,656,93299,1077,22340160,53,624237,-111,-4224164,7059,,
,,,,,,,,,,,,,,,
-60,969,7,-218,1268,586,93292,1077,22340180,53,624236,-111,-4224165,7059,,
,,,,,,,,,,,,,,,
-62,968,5,-367,1216,647,93295,1077,22340200,53,624235,-111,-4224165,7060,,
,,,,,,,,,,,,,,,
-62,966,3,-288,1286,656,93286,1079,22340220,53,624233,-111,-4224166,7060,,
,,,,,,,,,,,,,,,
-63,969,6,-297,1391,735,93303,1079,22340260,53,624232,-111,-4224167,7060,,
,,,,,,,,,,,,,,,
-61,969,4,-297,1408,603,93300,1079,22340280,53,624232,-111,-4224169,7060,,
,,,,,,,,,,,,,,,
-63,968,5,-280,1321,665,93306,1080,22340300,53,624232,-111,-4224170,7060,,
,,,,,,,,,,,,,,,
-62,966,5,-253,1312,647,93297,1080,22340320,53,624230,-111,-4224171,7060,,
,,,,,,,,,,,,,,,
-60,969,7,-323,1312,630,93286,1080,22340360,53,624229,-111,-4224169,7061,,
,,,,,,,,,,,,,,,
-60,969,5,-463,1277,595,93295,1081,22340380,53,624229,-111,-4224171,7061,,
,,,,,,,,,,,,,,,
-61,963,7,-262,1172,621,93293,1082,22340400,53,624228,-111,-4224178,7062,,
,,,,,,,,,,,,,,,
-61,968,5,-367,1242,533,93296,1083,22340420,53,624225,-111,-4224184,7062,,
,,,,,,,,,,,,,,,
-64,968,5,-402,1312,673,93303,1082,22340460,53,624225,-111,-4224186,7063,,
,,,,,,,,,,,,,,,
-61,967,4,-306,1216,665,93306,1084,22340480,53,624225,-111,-4224186,7063,,
,,,,,,,,,,,,,,,
-62,969,4,-332,1356,612,93298,1084,22340500,53,624225,-111,-4224187,7063,,
,,,,,,,,,,,,,,,
-63,965,5,-358,1111,586,93296,1085,22340520,53,624223,-111,-4224190,7064,,
,,,,,,,,,,,,,,,
-61,968,7,-315,1155,673,93287,1085,22340560,53,624222,-111,-4224192,7064,,
,,,,,,,,,,,,,,,
-58,966,5,-280,1207,630,93300,1085,22340580,53,624222,-111,-4224193,7064,,
,,,,,,,,,,,,,,,
-61,964,3,-306,1365,630,93292,1085,22340600,53,624222,-111,-4224193,7064,,
,,,,,,,,,,,,,,,
-65,965,7,-96,1286,621,93307,1086,22340620,53,624221,-111,-4224195,7065,,
,,,,,,,,,,,,,,,
-57,969,5,-288,1233,586,93290,1086,22340660,53,624218,-111,-4224199,7065,,
,,,,,,,,,,,,,,,
-60,969,7,-236,1286,603,93296,1087,22340680,53,624217,-111,-4224200,7066,,
,,,,,,,,,,,,,,,
-62,966,4,-341,1277,630,93297,1089,22340700,53,624215,-111,-4224202,7066,,
,,,,,,,,,,,,,,,
-63,969,5,-332,1338,595,93303,1089,22340720,53,624215,-111,-4224203,7066,,
,,,,,,,,,,,,,,,
-61,970,8,-253,1260,630,93306,1091,22340760,53,624215,-111,-4224203,7066,,
,,,,,,,,,,,,,,,
-60,966,4,-376,1190,612,93304,1090,22340780,53,624214,-111,-4224203,7066,,
,,,,,,,,,,,,,,,
-62,966,5,-463,1225,595,93297,1091,22340800,53,624212,-111,-4224203,7066,,
,,,,,,,,,,,,,,,
-63,968,3,-271,1277,560,93298,1091,22340820,53,624212,-111,-4224203,7066,,
,,,,,,,,,,,,,,,
-60,967,6,-341,1146,726,93299,1092,22340860,53,624212,-111,-4224206,7066,,
,,,,,,,,,,,,,,,
-60,969,5,-288,1172,542,93296,1092,22340880,53,624211,-111,-4224207,7067,,
,,,,,,,,,,,,,,,
-63,968,6,-358,1198,577,93296,1092,22340900,53,624210,-111,-4224207,7067,,
,,,,,,,,,,,,,,,
-60,970,4,-262,1128,647,93305,1092,22340920,53,624208,-111,-4224209,7067,,
,,,,,,,,,,,,,,,
-60,963,5,-245,1225,621,93294,1093,22340960,53,624207,-111,-4224212,7068,,
,,,,,,,,,,,,,,,
-61,970,4,-315,1242,656,93305,1095,22340980,53,624205,-111,-4224213,7068,,
,,,,,,,,,,,,,,,
-61,971,5,-472,1321,717,93310,1095,22341000,53,624204,-111,-4224213,7068,,
,,,,,,,,,,,,,,,
-62,965,8,-472,1347,603,93306,1095,22341020,53,624203,-111,-4224214,7068,,
,,,,,,,,,,,,,,,
-62,968,5,-245,1233,595,93300,1096,22341060,53,624201,-111,-4224213,7068,,
,,,,,,,,,,,,,,,
-60,967,4,-262,1207,673,93291,1095,22341080,53,624201,-111,-4224215,7069,,
,,,,,,,,,,,,,,,
-62,966,4,-262,1058,577,93289,1097,22341100,53,624200,-111,-4224215,7069,,
,,,,,,,,,,,,,,,
-65,972,6,-332,1461,656,93303,1098,22341120,53,624200,-111,-4224214,7069,,
,,,,,,,,,,,,,,,
-61,969,4,-332,1216,612,93305,1098,22341160,53,624200,-111,-4224213,7069,,
,,,,,,,,,,,,,,,
-61,966,8,-315,1312,551,93298,1097,22341180,53,624200,-111,-4224213,7069,,
,,,,,,,,,,,,,,,
-62,966,5,-385,1207,630,93299,1099,22341200,53,624200,-111,-4224214,7069,,
,,,,,,,,,,,,,,,
-64,967,8,-245,1338,603,93285,1099,22341220,53,624199,-111,-4224215,7069,,
,,,,,,,,,,,,,,,
-60,966,8,-262,1330,638,93292,1100,22341260,53,624197,-111,-4224216,7070,,
,,,,,,,,,,,,,,,
-60,966,6,-280,1233,603,93301,1100,22341280,53,624197,-111,-4224216,7070,,
,,,,,,,,,,,,,,,
-59,969,5,-393,1303,612,93306,1101,22341300,53,624194,-111,-4224217,7070,,
,,,,,,,,,,,,,,,
-46,959,16,-393,1435,647,93296,1102,22341320,53,624193,-111,-4224219,7071,,
,,,,,,,,,,,,,,,
-62,964,2,-358,1365,595,93308,1102,22341360,53,624193,-111,-4224217,7071,,
,,,,,,,,,,,,,,,
-60,975,2,-367,910,638,93293,1103,22341380,53,624192,-111,-4224217,7071,,
,,,,,,,,,,,,,,,
-60,964,7,-183,1435,708,93301,1103,22341400,53,624189,-111,-4224217,7071,,
,,,,,,,,,,,,,,,
-54,964,3,-490,1618,638,93299,1104,22341420,53,624187,-111,-4224220,7071,,
,,,,,,,,,,,,,,,
-61,972,13,-341,1365,647,93301,1105,22341460,53,624185,-111,-4224222,7072,,
,,,,,,,,,,,,,,,
-60,969,2,-481,1076,665,93287,1105,22341480,53,624183,-111,-4224222,7072,,
,,,,,,,,,,,,,,,
-67,962,6,-315,1356,647,93310,1105,22341500,53,624182,-111,-4224222,7073,,
,,,,,,,,,,,,,,,
-44,965,17,-603,78,568,93299,1106,22341520,53,624182,-111,-4224222,7073,,
,,,,,,,,,,,,,,,
-54,969,6,-78,1522,630,93305,1107,22341560,53,624181,-111,-4224223,7073,,
,,,,,,,,,,,,,,,
-62,954,12,-437,831,638,93317,1107,22341580,53,624181,-111,-4224224,7074,,
,,,,,,,,,,,,,,,
-65,977,-2,-148,481,577,93293,1108,22341600,53,624181,-111,-4224226,7074,,
,,,,,,,,,,,,,,,
-52,977,1,-271,428,717,93313,1109,22341620,53,624179,-111,-4224224,7074,,
,,,,,,,,,,,,,,,
-46,969,-7,-472,1470,446,93300,1109,22341660,53,624178,-111,-4224223,7074,,
,,,,,,,,,,,,,,,
-65,984,5,-105,822,743,93302,1110,22341680,53,624179,-111,-4224223,7074,,
,,,,,,,,,,,,,,,
-51,976,14,-70,1575,481,93302,1110,22341700,53,624178,-111,-4224224,7074,,
,,,,,,,,,,,,,,,
-95,966,36,-218,-997,525,93294,1110,22341720,53,624176,-111,-4224226,7074,,
,,,,,,,,,,,,,,,
-85,824,8,-341,9012,402,93297,1111,22341760,53,624175,-111,-4224226,7075,,
,,,,,,,,,,,,,,,
-89,1152,105,-411,-4313,700,93301,1111,22341780,53,624174,-111,-4224224,7075,,
,,,,,,,,,,,,,,,
-135,830,93,-682,5600,586,93307,1112,22341800,53,624172,-111,-4224224,7075,,
,,,,,,,,,,,,,,,
-44,1051,2,385,525,455,93298,1112,22341820,53,624171,-111,-4224224,7076,,
,,,,,,,,,,,,,,,
-85,975,-21,-848,4086,341,93296,1113,22341860,53,624169,-111,-4224223,7077,,
,,,,,,,,,,,,,,,
-81,953,65,105,-1443,805,93301,1113,22341880,53,624169,-111,-4224223,7077,,
,,,,,,,,,,,,,,,
-66,910,32,-367,3552,455,93306,1114,22341900,53,624168,-111,-4224222,7078,,
,,,,,,,,,,,,,,,
-61,990,19,-262,-131,778,93295,1114,22341920,53,624168,-111,-4224222,7077,,
,,,,,,,,,,,,,,,
-52,966,14,-393,4252,498,93300,1115,22341960,53,624167,-111,-4224222,7078,,
,,,,,,,,,,,,,,,
-56,935,4,-113,1540,656,93300,1115,22341980,53,624167,-111,-4224222,7078,,
,,,,,,,,,,,,,,,
-54,994,25,-332,-1058,498,93312,1117,22342000,53,624167,-111,-4224222,7078,,
,,,,,,,,,,,,,,,
-71,976,13,-315,3036,481,93300,1117,22342020,53,624167,-111,-4224222,7078,,
,,,,,,,,,,,,,,,
-58,974,10,-280,2030,638,93302,1119,22342060,53,624167,-111,-4224224,7078,,
,,,,,,,,,,,,,,,
-46,966,16,-542,2161,673,93297,1117,22342080,53,624168,-111,-4224226,7078,,
,,,,,,,,,,,,,,,
-73,968,2,-262,3150,560,93298,1119,22342100,53,624168,-111,-4224227,7078,,
,,,,,,,,,,,,,,,
-55,950,13,-323,175,892,93298,1119,22342120,53,624168,-111,-4224227,7078,,
,,,,,,,,,,,,,,,
-81,972,-8,-402,-280,341,93291,1119,22342160,53,624168,-111,-4224227,7077,,
,,,,,,,,,,,,,,,
-60,955,5,-280,3115,673,93290,1121,22342180,53,624168,-111,-4224228,7077,,
,,,,,,,,,,,,,,,
-59,983,10,-288,1163,612,93304,1122,22342200,53,624168,-111,-4224228,7078,,
,,,,,,,,,,,,,,,
-63,966,6,-288,3578,533,93296,1122,22342220,53,624168,-111,-4224229,7077,,
,,,,,,,,,,,,,,,
-57,974,13,-288,1995,840,93294,1123,22342260,53,624171,-111,-4224229,7077,,
,,,,,,,,,,,,,,,
-58,975,14,-446,910,560,93289,1122,22342280,53,624171,-111,-4224230,7077,,
,,,,,,,,,,,,,,,
-62,964,2,-332,1050,726,93307,1123,22342300,53,624171,-111,-4224231,7077,,
,,,,,,,,,,,,,,,
-47,962,6,-411,2073,673,93303,1123,22342320,53,624172,-111,-4224231,7076,,
,,,,,,,,,,,,,,,
-68,970,5,-262,875,612,93302,1125,22342360,53,624175,-111,-4224234,7076,,
,,,,,,,,,,,,,,,
-56,950,5,-201,323,525,93294,1125,22342380,53,624175,-111,-4224236,7076,,
,,,,,,,,,,,,,,,
-62,939,8,-218,140,586,93309,1126,22342400,53,624175,-111,-4224236,7075,,
,,,,,,,,,,,,,,,
-59,975,8,-315,1452,603,93290,1125,22342420,53,624175,-111,-4224237,7075,,
,,,,,,,,,,,,,,,
-62,923,2,-306,525,551,93304,1125,22342460,53,624178,-111,-4224237,7075,,
,,,,,,,,,,,,,,,
-48,980,5,-227,525,603,93295,1127,22342480,53,624179,-111,-4224239,7075,,
,,,,,,,,,,,,,,,
-63,948,7,-367,1190,630,93299,1127,22342500,53,624181,-111,-4224239,7075,,
,,,,,,,,,,,,,,,
-69,961,3,-113,1662,568,93297,1128,22342520,53,624182,-111,-4224243,7074,,
,,,,,,,,,,,,,,,
-49,975,25,-315,1233,551,93302,1128,22342560,53,624183,-111,-4224244,7074,,
,,,,,,,,,,,,,,,
-62,970,5,-437,1303,700,93302,1128,22342580,53,624183,-111,-4224244,7073,,
,,,,,,,,,,,,,,,
-56,969,19,-323,2012,638,93302,1129,22342600,53,624185,-111,-4224245,7073,,
,,,,,,,,,,,,,,,
-53,982,16,-700,2275,481,93308,1130,22342620,53,624187,-111,-4224248,7072,,
,,,,,,,,,,,,,,,
-82,1054,-24,-288,3640,945,93298,1131,22342660,53,624190,-111,-4224249,7072,,
,,,,,,,,,,,,,,,
-54,1013,27,-446,1610,446,93301,1130,22342680,53,624192,-111,-4224251,7072,,
,,,,,,,,,,,,,,,
-52,961,4,-323,1242,735,93294,1131,22342700,53,624192,-111,-4224251,7072,,
,,,,,,,,,,,,,,,
-68,965,7,-227,1828,665,93305,1132,22342720,53,624193,-111,-4224253,7071,,
,,,,,,,,,,,,,,,
-46,972,8,-542,1863,603,93294,1134,22342760,53,624196,-111,-4224255,7071,,
,,,,,,,,,,,,,,,
-64,966,7,-78,1207,673,93299,1134,22342780,53,624197,-111,-4224255,7070,,
,,,,,,,,,,,,,,,
-55,965,8,-411,1811,586,93295,1134,22342800,53,624197,-111,-4224255,7070,,
,,,,,,,,,,,,,,,
-59,964,13,-227,1023,525,93306,1135,22342820,53,624200,-111,-4224256,7070,,
,,,,,,,,,,,,,,,
-63,972,7,-306,586,717,93289,1135,22342860,53,624201,-111,-4224256,7069,,
,,,,,,,,,,,,,,,
-64,969,5,-358,1181,472,93302,1135,22342880,53,624201,-111,-4224256,7068,,
,,,,,,,,,,,,,,,
-51,977,6,-280,516,726,93307,1136,22342900,53,624203,-111,-4224256,7068,,
,,,,,,,,,,,,,,,
-68,962,3,-402,2371,341,93304,1137,22342920,53,624204,-111,-4224257,7068,,
,,,,,,,,,,,,,,,
-53,969,6,-253,2178,700,93310,1138,22342960,53,624205,-111,-4224256,7067,,
,,,,,,,,,,,,,,,
-49,970,5,-455,1855,612,93302,1138,22342980,53,624205,-111,-4224256,7067,,
,,,,,,,,,,,,,,,
-63,966,5,-96,1925,761,93302,1138,22343000,53,624207,-111,-4224258,7067,,
,,,,,,,,,,,,,,,
-59,968,12,-341,857,673,93301,1139,22343020,53,624207,-111,-4224258,7066,,
,,,,,,,,,,,,,,,
-65,964,-4,-245,1312,402,93310,1139,22343060,53,624210,-111,-4224258,7066,,
,,,,,,,,,,,,,,,
-57,975,6,-262,1452,796,93299,1140,22343080,53,624210,-111,-4224259,7066,,
,,,,,,,,,,,,,,,
-54,969,8,-201,148,490,93303,1140,22343100,53,624211,-111,-4224259,7065,,
,,,,,,,,,,,,,,,
-64,964,1,-297,1706,560,93303,1140,22343120,53,624211,-111,-4224262,7065,,
,,,,,,,,,,,,,,,
-49,976,6,-385,1522,735,93301,1141,22343160,53,624211,-111,-4224262,7064,,
,,,,,,,,,,,,,,,
-60,964,2,-350,1435,481,93298,1141,22343180,53,624212,-111,-4224262,7064,,
,,,,,,,,,,,,,,,
-61,966,4,-332,1330,673,93304,1142,22343200,53,624214,-111,-4224260,7064,,
,,,,,,,,,,,,,,,
-62,962,4,-315,997,463,93297,1143,22343220,53,624215,-111,-4224260,7063,,
,,,,,,,,,,,,,,,
-57,966,12,-297,945,708,93297,1143,22343260,53,624218,-111,-4224264,7063,,
,,,,,,,,,,,,,,,
-56,968,10,-323,2065,577,93305,1145,22343280,53,624219,-111,-4224265,7063,,
,,,,,,,,,,,,,,,
-60,967,10,-271,1487,647,93295,1144,22343300,53,624221,-111,-4224265,7063,,
,,,,,,,,,,,,,,,
-59,968,8,-262,1172,603,93305,1145,22343320,53,624222,-111,-4224266,7063,,
,,,,,,,,,,,,,,,
-56,967,13,-323,2021,516,93302,1145,22343360,53,624225,-111,-4224268,7063,,
,,,,,,,,,,,,,,,
-60,972,4,-262,822,691,93303,1146,22343380,53,624226,-111,-4224270,7062,,
,,,,,,,,,,,,,,,
-54,969,8,-420,1811,568,93312,1146,22343400,53,624229,-111,-4224271,7062,,
,,,,,,,,,,,,,,,
-59,969,10,-87,1277,603,93298,1147,22343420,53,624230,-111,-4224272,7062,,
,,,,,,,,,,,,,,,
-59,966,8,-350,1820,507,93301,1147,22343460,53,624233,-111,-4224272,7062,,
,,,,,,,,,,,,,,,
-62,968,4,-245,2730,778,93299,1148,22343480,53,624235,-111,-4224272,7062,,
,,,,,,,,,,,,,,,
-60,963,19,-201,2861,542,93300,1149,22343500,53,624235,-111,-4224272,7061,,
,,,,,,,,,,,,,,,
-55,968,4,-332,1067,700,93296,1150,22343520,53,624236,-111,-4224273,7062,,
,,,,,,,,,,,,,,,
-59,969,5,-253,2765,533,93306,1150,22343560,53,624237,-111,-4224275,7062,,
,,,,,,,,,,,,,,,
-57,972,3,-323,1085,735,93299,1151,22343580,53,624240,-111,-4224275,7061,,
,,,,,,,,,,,,,,,
-66,968,4,-455,1645,498,93301,1152,22343600,53,624240,-111,-4224277,7061,,
,,,,,,,,,,,,,,,
-62,965,13,-437,953,595,93305,1152,22343620,53,624243,-111,-4224278,7061,,
,,,,,,,,,,,,,,,
-52,965,7,-367,1645,700,93288,1152,22343660,53,624243,-111,-4224278,7060,,
,,,,,,,,,,,,,,,
-66,968,14,-78,1872,586,93309,1152,22343680,53,624244,-111,-4224279,7060,,
,,,,,,,,,,,,,,,
-66,968,17,-428,1645,603,93310,1154,22343700,53,624247,-111,-4224279,7059,,
,,,,,,,,,,,,,,,
-51,969,2,-78,1697,560,93301,1154,22343720,53,624250,-111,-4224280,7058,,
,,,,,,,,,,,,,,,
-81,969,10,-297,918,673,93301,1154,22343760,53,624253,-111,-4224280,7057,,
,,,,,,,,,,,,,,,
-51,968,15,-323,1155,612,93315,1154,22343780,53,624253,-111,-4224280,7057,,
,,,,,,,,,,,,,,,
-63,966,9,-253,1487,551,93291,1155,22343800,53,624254,-111,-4224281,7057,,
,,,,,,,,,,,,,,,
-63,969,7,-315,988,866,93301,1156,22343820,53,624255,-111,-4224282,7057,,
,,,,,,,,,,,,,,,
-58,969,10,-306,1338,428,93300,1157,22343860,53,624258,-111,-4224285,7056,,
,,,,,,,,,,,,,,,
-65,967,12,-210,1050,822,93301,1156,22343880,53,624259,-111,-4224286,7056,,
,,,,,,,,,,,,,,,
-51,966,13,-297,997,577,93303,1157,22343900,53,624261,-111,-4224287,7055,,
,,,,,,,,,,,,,,,
-68,968,10,-341,1111,437,93300,1157,22343920,53,624262,-111,-4224287,7055,,
,,,,,,,,,,,,,,,
-54,970,9,-402,1172,743,93315,1159,22343960,53,624265,-111,-4224288,7055,,
,,,,,,,,,,,,,,,
-62,963,4,-192,1268,472,93316,1159,22343980,53,624268,-111,-4224288,7054,,
,,,,,,,,,,,,,,,
-61,970,16,-420,1321,691,93299,1159,22344000,53,624269,-111,-4224291,7054,,
,,,,,,,,,,,,,,,
-52,968,6,-358,1522,638,93301,1160,22344020,53,624272,-111,-4224292,7054,,
,,,,,,,,,,,,,,,
-59,971,6,-227,1960,586,93310,1160,22344060,53,624273,-111,-4224294,7053,,
,,,,,,,,,,,,,,,
-60,968,16,-455,1076,708,93302,1160,22344080,53,624275,-111,-4224294,7053,,
,,,,,,,,,,,,,,,
-60,962,5,-385,1461,682,93310,1160,22344100,53,624276,-111,-4224294,7053,,
,,,,,,,,,,,,,,,
-54,971,14,-17,1732,577,93309,1162,22344120,53,624277,-111,-4224296,7053,,
,,,,,,,,,,,,,,,
-62,961,10,-542,1076,778,93303,1163,22344160,53,624279,-111,-4224298,7052,,
,,,,,,,,,,,,,,,
-62,972,6,52,1015,630,93304,1163,22344180,53,624280,-111,-4224298,7052,,
,,,,,,,,,,,,,,,
-59,966,16,-341,1076,682,93305,1165,22344200,53,624282,-111,-4224299,7051,,
,,,,,,,,,,,,,,,
-65,962,5,-271,1295,665,93306,1165,22344220,53,624283,-111,-4224300,7051,,
,,,,,,,,,,,,,,,
-44,978,13,-183,1417,621,93306,1165,22344260,53,624286,-111,-4224301,7051,,
,,,,,,,,,,,,,,,
-57,959,9,-411,901,560,93298,1165,22344280,53,624287,-111,-4224301,7051,,
,,,,,,,,,,,,,,,
-68,973,8,-52,883,656,93299,1166,22344300,53,624287,-111,-4224302,7051,,
,,,,,,,,,,,,,,,
-57,967,7,-507,971,568,93320,1166,22344320,53,624290,-111,-4224302,7051,,
,,,,,,,,,,,,,,,
-56,968,8,-52,1015,463,93295,1168,22344360,53,624291,-111,-4224304,7050,,
,,,,,,,,,,,,,,,
-62,969,8,-297,1338,761,93300,1168,22344380,53,624293,-111,-4224306,7049,,
,,,,,,,,,,,,,,,
-60,964,6,-280,1321,516,93305,1169,22344400,53,624293,-111,-4224307,7049,,
,,,,,,,,,,,,,,,
-55,968,18,-245,1391,603,93297,1169,22344420,53,624294,-111,-4224307,7048,,
,,,,,,,,,,,,,,,
-62,966,4,-358,1242,647,93299,1170,22344460,53,624295,-111,-4224309,7047,,
,,,,,,,,,,,,,,,
-65,967,9,-192,1522,525,93299,1170,22344480,53,624297,-111,-4224309,7048,,
,,,,,,,,,,,,,,,
-57,965,13,-385,1277,612,93306,1169,22344500,53,624297,-111,-4224309,7047,,
,,,,,,,,,,,,,,,
-63,968,2,-376,1400,612,93309,1171,22344520,53,624298,-111,-4224311,7047,,
,,,,,,,,,,,,,,,
-56,967,18,-297,1592,708,93306,1171,22344560,53,624300,-111,-4224315,7046,,
,,,,,,,,,,,,,,,
-62,966,5,-288,1023,525,93292,1173,22344580,53,624301,-111,-4224316,7046,,
,,,,,,,,,,,,,,,
-60,975,6,-183,1400,603,93286,1172,22344600,53,624301,-111,-4224318,7046,,
,,,,,,,,,,,,,,,
-59,964,10,-315,1785,472,93301,1173,22344620,53,624302,-111,-4224321,7045,,
,,,,,,,,,,,,,,,
-61,967,11,-201,1575,743,93310,1173,22344660,53,624304,-111,-4224323,7044,,
,,,,,,,,,,,,,,,
-61,966,8,-463,796,656,93300,1174,22344680,53,624304,-111,-4224323,7045,,
,,,,,,,,,,,,,,,
-60,970,4,-113,1496,568,93294,1174,22344700,53,624304,-111,-4224323,7044,,
,,,,,,,,,,,,,,,
-58,973,16,-341,1688,735,93301,1175,22344720,53,624305,-111,-4224325,7044,,
,,,,,,,,,,,,,,,
-68,957,-1,-280,997,621,93306,1175,22344760,53,624305,-111,-4224330,7044,,
,,,,,,,,,,,,,,,
-53,972,18,-192,857,612,93304,1176,22344780,53,624307,-111,-4224330,7043,,
,,,,,,,,,,,,,,,
-62,964,6,-315,358,560,93292,1177,22344800,53,624308,-111,-4224332,7043,,
,,,,,,,,,,,,,,,
-62,969,7,-61,1575,665,93305,1177,22344820,53,624308,-111,-4224334,7043,,
,,,,,,,,,,,,,,,
-50,976,6,-367,2310,586,93306,1177,22344860,53,624309,-111,-4224336,7042,,
,,,,,,,,,,,,,,,
-65,963,2,-35,778,673,93308,1178,22344880,53,624309,-111,-4224335,7041,,
,,,,,,,,,,,,,,,
-58,972,2,-455,638,638,93306,1179,22344900,53,624309,-111,-4224336,7040,,
,,,,,,,,,,,,,,,
-62,967,0,-166,603,603,93302,1179,22344920,53,624311,-111,-4224337,7040,,
,,,,,,,,,,,,,,,
-56,964,12,-315,1023,717,93309,1179,22344960,53,624311,-111,-4224338,7039,,
,,,,,,,,,,,,,,,
-59,972,6,-306,1172,516,93311,1180,22344980,53,624311,-111,-4224339,7039,,
,,,,,,,,,,,,,,,
-62,964,6,-297,1855,638,93300,1181,22345000,53,624312,-111,-4224340,7038,,
,,,,,,,,,,,,,,,
-56,966,15,-218,813,612,93314,1182,22345020,53,624312,-111,-4224343,7038,,
,,,,,,,,,,,,,,,
-63,968,6,-183,551,420,93301,1182,22345060,53,624312,-111,-4224344,7037,,
,,,,,,,,,,,,,,,
-57,969,5,-96,936,673,93299,1183,22345080,53,624313,-111,-4224344,7037,,
,,,,,,,,,,,,,,,
-61,970,3,-227,463,525,93283,1183,22345100,53,624315,-111,-4224344,7036,,
,,,,,,,,,,,,,,,
-67,967,5,-236,1225,726,93308,1183,22345120,53,624315,-111,-4224345,7037,,
,,,,,,,,,,,,,,,
-50,966,10,-376,1487,647,93302,1184,22345160,53,624315,-111,-4224349,7036,,
,,,,,,,,,,,,,,,
-68,964,8,-297,1015,542,93291,1185,22345180,53,624315,-111,-4224347,7036,,
,,,,,,,,,,,,,,,
-59,969,13,-306,1863,717,93299,1185,22345200,53,624316,-111,-4224350,7036,,
,,,,,,,,,,,,,,,
-57,969,10,-358,1067,481,93315,1187,22345220,53,624316,-111,-4224351,7035,,
,,,,,,,,,,,,,,,
-68,967,3,-113,1251,603,93312,1187,22345260,53,624319,-111,-4224351,7035,,
,,,,,,,,,,,,,,,
-55,969,16,-253,1268,656,93321,1187,22345280,53,624319,-111,-4224351,7035,,
,,,,,,,,,,,,,,,
-62,965,2,-332,1382,568,93304,1187,22345300,53,624319,-111,-4224351,7035,,
,,,,,,,,,,,,,,,
-65,969,8,-192,1636,638,93304,1187,22345320,53,624320,-111,-4224352,7034,,
,,,,,,,,,,,,,,,
-57,970,8,-280,1408,595,93319,1188,22345360,53,624322,-111,-4224357,7034,,
,,,,,,,,,,,,,,,
-62,971,6,-218,1190,708,93298,1188,22345380,53,624322,-111,-4224357,7034,,
,,,,,,,,,,,,,,,
-59,972,13,-201,1820,665,93304,1189,22345400,53,624323,-111,-4224358,7034,,
,,,,,,,,,,,,,,,
-60,964,7,-455,603,630,93296,1190,22345420,53,624323,-111,-4224358,7034,,
,,,,,,,,,,,,,,,
-55,976,6,-315,2528,665,93306,1190,22345460,53,624326,-111,-4224359,7033,,
,,,,,,,,,,,,,,,
-62,968,13,-332,2213,752,93305,1192,22345480,53,624325,-111,-4224360,7032,,
,,,,,,,,,,,,,,,
-66,972,-2,-131,1741,700,93309,1192,22345500,53,624325,-111,-4224364,7032,,
,,,,,,,,,,,,,,,
-67,1324,-26,-411,2721,1085,93303,1193,22345520,53,624325,-111,-4224366,7032,,
,,,,,,,,,,,,,,,
-34,1055,17,-446,927,446,93295,1193,22345560,53,624326,-111,-4224368,7032,,
,,,,,,,,,,,,,,,
-71,936,19,-1006,2747,848,93308,1193,22345580,53,624326,-111,-4224370,7032,,
,,,,,,,,,,,,,,,
-78,961,8,-323,5740,245,93296,1193,22345600,53,624327,-111,-4224371,7033,,
,,,,,,,,,,,,,,,
-54,942,25,-481,3762,1015,93314,1194,22345620,53,624329,-111,-4224372,7033,,
,,,,,,,,,,,,,,,
-37,980,27,-236,-2773,341,93305,1194,22345660,53,624330,-111,-4224373,7034,,
,,,,,,,,,,,,,,,
-78,964,28,-245,516,787,93294,1194,22345680,53,624330,-111,-4224374,7034,,
,,,,,,,,,,,,,,,
-50,972,1,-376,1050,516,93308,1195,22345700,53,624331,-111,-4224375,7034,,
